ID	chrom	start	end	Gene	isSuper	Oct4	Sox2	Nanog	Klf4	Esrrb	H3K27ac	Med1	H3K4me1	DNase
INT_STITCHED_6112	chr12	87807046	87820319	NM_011934	YES	7403.6794	3806.6964	5833.4835	3261.1761	4009.7733	48536.7064	29515.1701	10873.2416	7712.9403
INT_STITCHED_6113	chr12	87839385	87846192	NM_011934	YES	12698.4585	13073.5242	18762.1341	4150.2279	30756.0681	29658.7797	94897.7484	7140.543	10222.0719
INT_STITCHED_6118	chr12	88239069	88245155	NM_145836	YES	2106.3646	797.266	2060.111	3391.7278	6299.01	7792.5144	11699.1178	7095.0588	2532.3846
INT_STITCHED_6151	chr12	103940487	103953004	NM_172584	YES	3616.1613	1265.4687	1411.9176	3117.9847	5407.344	18371.2009	6830.5269	9832.1035	6797.9827
INT_STITCHED_6186	chr12	111655417	111656705	NM_001135001	YES	1124.5528	913.0632	1035.9384	2734.0376	8462.0312	4846.1	6109.628	564.6592	3748.5952
INT_STITCHED_6187	chr12	111709296	111710794	NM_012023	YES	1841.042	913.78	1436.4322	1546.685	4845.8802	4483.3642	9224.3844	1698.5822	1585.633
INT_STITCHED_6188	chr12	111725920	111743677	NM_012023	YES	4805.0442	2013.6438	1560.8403	3936.7269	3050.6526	46743.5268	10011.3966	13553.9181	5002.1469
INT_STITCHED_6460	chr13	64069823	64082322	NM_008291	YES	5745.7903	4734.6212	6779.4576	671.1963	5554.5556	8165.5967	7249.42	9480.4915	5047.0962
INT_STITCHED_6544	chr13	96295094	96306119	NM_007974	YES	5314.05	4020.8175	4782.645	4276.5975	11223.45	12871.6875	12551.9625	9835.4025	7980.9975
INT_STITCHED_6557	chr13	98052562	98062842	NM_007930	YES	9751.608	5055.704	11508.46	974.544	6843.396	5945.952	6222.484	8166.432	6066.228
INT_STITCHED_6559	chr13	98202400	98225162	NM_007930	YES	3676.063	4008.3882	6421.1602	2542.5154	1600.1686	12275.5466	7224.6588	20770.325	10682.2066
INT_STITCHED_6615	chr13	110418702	110442750	NR_035442	YES	8185.9392	5511.8016	8628.4224	2248.488	12553.056	11437.2288	6507.3888	20197.9152	6377.5296
INT_STITCHED_6709	chr14	22293688	22308989	NM_017479	YES	6010.2328	3970.6095	11428.3169	2339.5229	11316.6196	16623.0064	9988.4928	9004.6385	8172.2641
INT_STITCHED_6789	chr14	49273113	49283200	NM_144841	YES	5021.3086	8792.8379	14937.8383	2840.4992	4858.9079	20529.0624	7033.6651	7370.5709	9402.0927
INT_STITCHED_6815	chr14	55704349	55705463	NM_001039198	YES	3240.1804	1672.8938	3390.459	3575.4944	7568.9616	4420.1292	8593.5074	1283.6622	4750.7644
INT_STITCHED_6859	chr14	64118817	64131901	NM_021480	YES	8891.8864	7493.2068	11490.3688	3672.6788	4093.9836	28025.928	15479.6804	10982.7096	9313.1912
INT_STITCHED_6864	chr14	65251303	65269514	NM_001081177	YES	6333.7858	3225.1681	7732.3906	3339.8974	1019.816	15173.4052	6177.1712	15688.7765	5802.0246
INT_STITCHED_6887	chr14	71022659	71035930	NM_013514	YES	6224.099	4133.9165	7149.0877	5312.3813	6819.9669	27102.0362	14278.2689	7844.4881	11918.6851
INT_STITCHED_6904	chr14	76894682	76915946	NM_009366	YES	6130.4112	2768.5728	3378.8496	4308.0864	12769.032	31728.0144	25867.656	10929.696	13200.6912
INT_STITCHED_6906	chr14	77015215	77030315	NR_015485	YES	4667.41	3577.19	4863.71	1642.88	15205.7	14225.71	15032.05	10882.57	4007.54
INT_STITCHED_6957	chr14	99738540	99755307	NM_009769	YES	13118.5008	8487.4554	8551.17	2233.3644	9463.2948	11951.5176	10596.744	14080.9266	10278.171
INT_STITCHED_6981	chr14	106250319	106260753	NM_011897	YES	5345.3382	3674.8548	4502.271	5757.4812	7480.1346	5055.273	8911.6794	6971.9988	8189.6466
INT_STITCHED_6982	chr14	106296486	106304433	NM_011897	YES	2938.0059	1912.0482	2212.4448	302.7807	10339.8417	11678.1165	10342.2258	4627.5381	6045.2829
INT_STITCHED_7104	chr15	25654102	25704265	NM_001034851	YES	26250.2979	20110.3467	21830.9376	4494.6048	22979.6703	87649.8099	46601.427	34803.0894	23892.6369
INT_STITCHED_7202	chr15	61918415	61924748	NR_003368	YES	2239.3488	1502.1876	1544.6187	1440.7575	10949.1237	5879.5572	7509.0381	7834.5543	6219.006
INT_STITCHED_7248	chr15	77168852	77187251	NM_001110827	YES	8717.4462	13055.9304	15637.3101	5442.4242	16549.9005	44420.7057	11957.5101	18732.0219	10115.7702
INT_STITCHED_7285	chr15	88539016	88539831	NM_001033274	YES	3162.7705	4221.7815	4311.1055	590.06	8109.9835	1142.141	6332.7945	270.743	5133.033
INT_STITCHED_7317	chr15	97198605	97227633	NM_178114	YES	10516.8444	5465.9724	11611.2	4391.9364	7817.2404	34987.4484	8548.746	14783.9604	15033.6012
INT_STITCHED_7318	chr15	97422878	97425328	NM_028003	YES	3878.105	5691.595	12636.855	1082.165	6601.77	5403.965	9598.61	2560.985	5371.38
INT_STITCHED_7343	chr15	103349226	103353500	NM_021391	YES	3479.4634	2874.265	4344.0936	3660.2536	9272.443	11041.0242	5846.832	5147.6056	4412.0502
INT_STITCHED_7359	chr16	8758173	8779472	NM_001003918	YES	11384.3155	9429.0673	11331.068	1539.9177	1605.9446	24287.2497	6581.391	21194.6349	9101.0627
INT_STITCHED_7434	chr16	23099373	23103471	NM_013506	YES	5876.532	3556.2444	7511.634	1783.4496	4603.6932	14540.1138	11021.571	744.1968	4921.2882
INT_STITCHED_7452	chr16	29657509	29668114	NM_133752	YES	5855.0205	3109.386	5844.4155	1950.2595	5115.852	13466.229	7709.835	9359.973	3557.9775
INT_STITCHED_7597	chr16	84769173	84780686	NM_023844	YES	12339.6334	18328.696	16759.4741	4174.6138	20059.0999	20319.2937	17612.5874	8949.0549	13634.8459
INT_STITCHED_7680	chr17	10549089	10570838	NM_001159517	YES	6790.0378	5637.3408	5987.4997	6555.1486	22866.8986	12738.3893	10095.8858	11722.711	6248.4877
INT_STITCHED_7728	chr17	26631721	26648689	NM_013642	YES	3958.6344	1874.964	2143.0584	2351.7648	6329.064	30357.4488	9082.9704	7839.216	6390.1488
INT_STITCHED_7747	chr17	29209618	29218426	NR_036469	YES	3989.1432	980.3304	2000.2968	2494.4256	9763.668	18439.548	6711.696	6571.6488	4559.0208
INT_STITCHED_7752	chr17	29587776	29588942	NM_008842	YES	1343.5818	840.2196	1912.823	1748.8834	4373.3162	7218.5894	8273.1198	118.932	6675.5832
INT_STITCHED_7767	chr17	31939569	31956756	NM_010831	YES	6618.7137	6018.8874	7739.3061	4688.6136	23156.0451	35595.9957	25120.5192	16083.5946	11216.2362
INT_STITCHED_7784	chr17	35639211	35642435	NM_013633	YES	6502.4856	4979.468	9589.4656	5321.8568	4772.4872	12693.2104	7176.9464	2072.7096	9263.8416
INT_STITCHED_7792	chr17	37110202	37134996	NM_001115075	YES	10770.5136	5000.9498	10810.184	2650.4786	16592.1448	47854.8994	41991.1184	29889.167	16644.2122
INT_STITCHED_7794	chr17	37209046	37217726	NM_146477	YES	11521.832	9486.372	11954.964	1831.48	6066.452	5491.836	13051.248	8595.804	6840.708
INT_STITCHED_7812	chr17	45593477	45596503	NM_001111313	YES	2014.4082	1805.009	1906.0774	1486.3712	408.2074	14320.8476	22163.0292	3083.7966	2904.96
INT_STITCHED_7822	chr17	47640414	47649043	NM_001081636	YES	6289.6781	3411.0437	4636.3617	2529.1599	8910.3054	18541.9952	8884.4184	7432.1577	9489.3113
INT_STITCHED_7876	chr17	66818723	66836409	NM_172963	YES	11007.7664	8308.8828	5634.7596	5632.991	15026.0256	45366.3586	36640.0862	10533.7816	17380.0322
INT_STITCHED_7884	chr17	71096763	71100905	NM_001164077	YES	3808.1548	4038.8642	6737.3772	1335.795	2321.1768	11646.4756	19681.1272	3579.5164	5598.3272
INT_STITCHED_7886	chr17	71177302	71179956	NM_001164077	YES	5830.0418	7268.5098	8868.6064	2405.5856	19481.9524	8223.419	26314.6754	2344.0128	6549.8066
INT_STITCHED_7887	chr17	71213804	71222433	NM_001164074	YES	7196.586	5233.4885	10022.5835	4552.6604	7981.825	17386.5721	20165.1101	3934.824	14461.3411
INT_STITCHED_7888	chr17	71241991	71250610	NM_001164074	YES	2747.7372	1287.6786	2754.6324	588.6777	2482.272	10341.0762	6645.249	3696.6891	4866.2874
INT_STITCHED_8114	chr18	35202713	35203454	NM_001195766	YES	843.1839	910.3185	899.1294	1230.9492	25471.3563	1544.7627	7674.7593	1007.019	1160.4801
INT_STITCHED_8124	chr18	36412873	36414154	NM_008989	YES	1390.6536	784.7406	2936.4363	1426.2654	3182.3883	2331.1638	8539.146	119.6454	2876.2293
INT_STITCHED_8136	chr18	38538325	38551037	NM_022996	YES	6114.472	3228.848	6652.1896	827.5512	2250.024	14439.5608	6483.12	10372.992	7665.336
INT_STITCHED_8139	chr18	38760823	38761958	NM_011898	YES	967.02	1139.4265	897.104	1870.48	1549.502	7409.6205	9899.1295	56.6365	3036.579
INT_STITCHED_8140	chr18	38788269	38796942	NM_011898	YES	3182.991	2372.0655	5701.6302	1919.3349	20489.9625	22419.705	24271.3905	8966.1474	8468.3172
INT_STITCHED_8148	chr18	40467587	40468140	NM_026135	YES	53070.2487	25582.4989	92893.9907	10120.9507	12944.6793	8072.0857	12036.1556	6413.141	54314.3881
INT_STITCHED_8209	chr18	61787544	61788400	NR_029557	YES	816.7952	721.7792	587.9008	1044.748	3834.88	4033.1296	13144.9072	870.6376	1644.376
INT_STITCHED_8260	chr18	75504155	75505202	NM_001042660	YES	745.1499	1727.0265	3254.9136	138.6228	4435.1967	1145.7321	6767.4939	941.0436	1015.1712
INT_STITCHED_8261	chr18	75520332	75527277	NM_001042660	YES	4951.0905	3579.453	5542.8045	1261.212	2556.4545	16247.133	11592.594	5821.9935	5594.892
INT_STITCHED_8264	chr18	75738693	75745073	NM_201354	YES	5022.336	5466.384	8474.554	955.724	5363.666	8648.09	6682.412	8075.166	2127.73
INT_STITCHED_8324	chr19	5835881	5847014	NR_003513	YES	3255.2892	1009.7631	2612.9151	9884.9907	6591.8493	50901.1893	37682.9784	7112.8737	9272.6757
INT_STITCHED_8378	chr19	21858770	21866770	NM_001033759	YES	2893.6	2830.4	6604.8	386.4	7525.6	10103.2	10913.6	5912	4980
INT_STITCHED_8385	chr19	23139991	23170189	NM_010638	YES	8283.3114	11602.0716	20175.2838	4861.878	18052.3644	24016.4694	19942.7592	23234.3412	17022.6126
INT_STITCHED_8386	chr19	23207455	23208806	NM_010638	YES	1999.8853	1691.0467	5645.9641	1727.7939	9558.8654	7442.1186	12332.8737	686.9835	4797.9414
INT_STITCHED_8399	chr19	25553498	25564092	NM_015826	YES	9665.9656	9198.7702	12189.4564	1442.9028	27240.3522	9254.9184	13161.9856	7970.9256	7800.3622
INT_STITCHED_8519	chr19	53523440	53535319	NR_028427	YES	5097.2789	1682.0664	1330.448	1576.3433	3848.796	17793.5541	8227.3954	5856.347	5861.0986
INT_STITCHED_8554	chrX	7578969	7597907	NM_027227	YES	5425.737	5940.8506	9001.2314	24.6194	14962.9138	3793.2814	5897.2932	6264.6904	6518.4596
INT_STITCHED_8629	chrX	50098631	50114110	NR_003188	YES	5759.7359	5462.5391	11239.3019	566.5314	6491.8926	2369.8349	8536.6685	5343.3508	3450.2691
INT_STITCHED_0	chr1	3052873	3053282	NM_001011874	NO	223.3958	388.9181	1234.7301	72.9247	0	0	0	14.1514	324.1325
INT_STITCHED_1	chr1	3472669	3473522	NM_001011874	NO	2217.2029	1555.3602	1443.6172	0	0	34.6318	109.3546	461.3024	872.5337
INT_STITCHED_2	chr1	3638904	3639380	NM_001011874	NO	297.4524	509.2724	1082.2336	168.9324	0	12.7092	105.196	65.5452	212.3912
INT_STITCHED_3	chr1	3904119	3904709	NM_001011874	NO	1442.314	1791.358	781.514	0	117.941	0	33.571	612.479	231.811
INT_STITCHED_4	chr1	4845264	4846195	NM_001159750	NO	986.6738	2401.98	2650.4639	546.1246	515.0292	576.3821	231.2604	958.0921	2408.9625
INT_STITCHED_5	chr1	4960611	4962888	NM_021374	NO	2762.2287	2305.6902	1997.3844	0	3221.955	1076.1102	2370.1293	3096.72	1773.783
INT_STITCHED_6	chr1	5222189	5223267	NM_133826	NO	681.1882	992.9458	1054.9308	81.7124	392.2842	71.3636	196.5194	0	572.2024
INT_STITCHED_7	chr1	6049015	6049725	NM_010342	NO	1131.385	971.848	4010.009	159.75	1044.126	0	187.795	229.827	724.697
INT_STITCHED_8	chr1	6107491	6108040	NM_009826	NO	490.806	611.9154	209.0592	0	524.0205	0	17.1837	122.2074	481.473
INT_STITCHED_9	chr1	6132850	6133403	NM_009826	NO	1247.2915	580.4841	1020.7827	37.7699	0	32.5717	185.9739	563.507	499.4696
INT_STITCHED_10	chr1	6272179	6272970	NM_009826	NO	1210.9419	1100.3601	1619.968	113.3503	0	50.1494	112.7175	323.519	764.6597
INT_STITCHED_11	chr1	6437829	6448675	NM_001195732	NO	4231.0246	4103.0418	4772.24	116.0522	3453.3664	258.1348	963.1248	4177.8792	4308.0312
INT_STITCHED_12	chr1	7037012	7037978	NM_183028	NO	1726.0488	1413.8376	1244.1114	0	406.2996	0	59.5056	1203.2496	1277.4384
INT_STITCHED_13	chr1	7302612	7309926	NM_183028	NO	3488.778	3421.4892	6063.306	666.3054	610.719	0	704.3382	1984.2882	1601.0346
INT_STITCHED_14	chr1	7441519	7442268	NM_183028	NO	1593.3477	2083.8678	3147.1482	586.6917	412.4743	96.1716	136.5427	437.416	358.771
INT_STITCHED_15	chr1	7581226	7581763	NM_183028	NO	268.6611	328.3755	725.9166	0	0	83.5035	119.9658	148.1046	132.4779
INT_STITCHED_16	chr1	7661434	7662103	NM_183028	NO	615.2793	545.7033	2742.4986	452.1771	1058.1573	97.3395	217.6257	149.9229	1984.0533
INT_STITCHED_17	chr1	7722739	7723268	NM_183028	NO	906.3886	1253.5184	2077.3301	24.7572	1122.7496	0	114.5285	599.9389	1057.5768
INT_STITCHED_18	chr1	8486218	8486952	NM_027671	NO	616.56	517.103	1643.426	0	22.6806	40.737	73.8404	369.4956	295.2148
INT_STITCHED_19	chr1	8571914	8572590	NM_027671	NO	969.1136	1600.092	1267.7704	213.5484	0	28.9328	61.7864	104.1716	876.772
INT_STITCHED_20	chr1	9314031	9314489	NM_027671	NO	419.3906	442.3822	767.6538	0	0	0	23.6786	50.7922	80.5164
INT_STITCHED_21	chr1	9432801	9433488	NM_021511	NO	1430.4027	637.536	485.5716	305.9898	0	17.3811	118.7823	397.773	626.2005
INT_STITCHED_22	chr1	9691815	9692699	NM_008651	NO	1241.7548	1435.9696	1586.338	0	588.744	0	516.4328	680.0612	1196.494
INT_STITCHED_23	chr1	9879468	9879956	NM_177722	NO	763.6224	793.2928	1891.3904	334.8656	1197.064	53.9728	171.5808	0	341.7464
INT_STITCHED_24	chr1	9942818	9943679	NR_024067	NO	457.6215	591.7653	863.8413	0	1017.2715	0	234.192	694.827	368.9385
INT_STITCHED_25	chr1	10021675	10022274	NM_013715	NO	1946.75	1216.3294	3649.2278	222.7082	271.8861	118.0629	239.001	612.4775	791.6983
INT_STITCHED_26	chr1	10466693	10467388	NM_177834	NO	434.514	642.597	716.684	0	0	0	77.701	226.431	52.264
INT_STITCHED_27	chr1	10640603	10641071	NM_177834	NO	401.1228	322.4988	307.8036	0	0	0	0	183.1284	184.1112
INT_STITCHED_28	chr1	10842815	10843639	NM_177834	NO	1521.1864	855.724	4185.92	307.6816	1977.6824	61.3056	363.796	655.5744	929.1424
INT_STITCHED_29	chr1	10868036	10868913	NM_029525	NO	725.8052	846.7435	967.0679	202.1485	194.6063	212.4971	412.6285	334.6632	743.1698
INT_STITCHED_30	chr1	11072111	11072649	NM_029525	NO	1193.7682	1471.2686	1137.6548	0	0	0	27.2766	0	152.4692
INT_STITCHED_31	chr1	11241067	11241789	NM_001033636	NO	859.9742	1259.89	2302.3136	0	1.0108	0	0	756.9448	157.5404
INT_STITCHED_32	chr1	11267721	11268482	NM_001033636	NO	674.9309	1140.8912	582.6216	580.9474	1695.8124	231.2679	1142.6415	127.4675	1361.2768
INT_STITCHED_33	chr1	11320098	11320819	NM_001033636	NO	2113.6115	1451.3009	3069.0807	159.2689	163.2344	178.7359	1068.522	190.9929	1982.1011
INT_STITCHED_34	chr1	11385794	11386514	NM_177173	NO	1071.432	960.336	525.528	59.184	318.816	418.968	369.864	88.2	1239.264
INT_STITCHED_35	chr1	11457084	11457674	NM_177173	NO	369.576	604.278	1051.085	499.73	1217.347	85.255	311.225	345.799	293.761
INT_STITCHED_36	chr1	11491568	11492323	NM_177173	NO	1763.0005	2536.951	2234.951	360.2105	1138.7665	145.4885	377.7265	585.578	758.3975
INT_STITCHED_37	chr1	11738375	11739038	NM_177173	NO	1123.2546	865.4139	1286.0874	9.945	352.8486	198.3696	109.5276	207.1875	913.0836
INT_STITCHED_38	chr1	12015761	12016316	NM_177173	NO	537.129	294.372	487.7895	0	0	0	0	83.7495	469.197
INT_STITCHED_39	chr1	12634697	12635056	NM_001198566	NO	5182.1291	10767.0203	8981.2466	74.9233	299.9086	0	83.2521	231.2678	39.9926
INT_STITCHED_40	chr1	12681792	12682608	NM_001198566	NO	1020.816	628.5648	2025.2304	286.9056	348.5952	0	567.4464	533.1744	2246.9376
INT_STITCHED_41	chr1	12734270	12735431	NM_172294	NO	4079.754	2555.2449	5140.5597	348.1839	1987.5159	419.4693	2940.6969	848.5749	5128.6014
INT_STITCHED_42	chr1	12752935	12753804	NM_172294	NO	551.7281	663.6553	446.1446	72.127	717.0119	269.6507	125.136	416.1641	363.4158
INT_STITCHED_43	chr1	12780984	12781768	NM_172294	NO	673.2208	485.3744	1616.2944	223.44	244.5296	57.8592	239.12	632.5312	540.8816
INT_STITCHED_44	chr1	12797560	12804921	NM_172294	NO	1956.5538	860.5009	1181.4405	615.3796	5731.2746	2502.74	3390.4766	4838.3853	2545.4338
INT_STITCHED_46	chr1	13117753	13122691	NM_001081209	NO	2750.9598	2707.9992	4506.9126	943.158	6013.4964	1423.6254	5698.452	3700.0434	2015.1978
INT_STITCHED_47	chr1	13445648	13446181	NM_008678	NO	293.9495	579.6375	926.3007	121.0976	463.4435	87.7318	109.5315	87.412	378.9097
INT_STITCHED_48	chr1	13650476	13651156	NM_145381	NO	1444.32	592.96	505.376	444.108	2589.576	3075.504	2226.932	0	1252.832
INT_STITCHED_49	chr1	13928434	13928802	NR_004447	NO	908.408	449.2176	274.712	0	0	0	0	168.7648	123.1696
INT_STITCHED_50	chr1	13990867	13991729	NR_004447	NO	700.4612	734.9412	1003.7128	0	1386.3546	6.3788	155.5048	460.1356	438.8442
INT_STITCHED_51	chr1	14179691	14180109	NM_010164	NO	700.6934	484.5038	569.1906	0	0	0	69.6806	45.3112	109.4742
INT_STITCHED_52	chr1	14215552	14215951	NM_010164	NO	481.0743	700.3248	654.0807	0	0	0	115.1514	63.5208	197.7444
INT_STITCHED_53	chr1	14282354	14282974	NM_010164	NO	865.458	438.402	948.538	307.024	714.178	189.72	299.77	452.414	726.206
INT_STITCHED_54	chr1	14302611	14303160	NM_010164	NO	1009.7208	504.2565	935.7705	270.4923	78.6717	0	151.5789	171.5625	503.5977
INT_STITCHED_55	chr1	14410966	14411574	NM_010164	NO	442.5024	622.4704	1153.072	0	0	41.5872	76.6688	445.968	306.2496
INT_STITCHED_56	chr1	15639832	15640186	NM_009352	NO	405.8964	547.5672	426.5346	108.9966	230.8788	43.6128	18.762	0	154.0608
INT_STITCHED_57	chr1	15742536	15743092	NM_009352	NO	261.7648	284.2828	596.6436	0	0	0	37.6412	59.492	29.9128
INT_STITCHED_58	chr1	15779114	15782330	NM_009352	NO	4612.3872	4336.1328	3167.1168	216.4368	984.7392	1743.3936	1214.04	3439.8336	2940.7104
INT_STITCHED_59	chr1	16120021	16120876	NM_133832	NO	2749.68	1851.5025	4252.8555	202.464	0	86.355	249.2325	504.7065	2258.6535
INT_STITCHED_60	chr1	17240520	17241384	NM_010267	NO	535.4208	705.2832	1261.6992	1430.8704	1171.4976	138.24	212.6304	435.024	1600.4736
INT_STITCHED_61	chr1	18629342	18629933	NM_183124	NO	269.2596	523.2123	935.9667	0	278.8338	0	27.1269	0	319.3173
INT_STITCHED_62	chr1	19097270	19097775	NM_153154	NO	614.686	269.569	539.239	58.883	108.9285	0	47.2175	251.086	170.488
INT_STITCHED_63	chr1	20750154	20751979	NM_145856	NO	3952.7675	3050.1225	4952.5025	241.0825	1214.1725	40.3325	447.125	802.27	1313.635
INT_STITCHED_64	chr1	20857230	20858235	NM_028829	NO	1598.151	1524.0825	1686.189	413.9595	2677.923	679.6815	556.4685	1039.371	1920.6555
INT_STITCHED_65	chr1	20898386	20899264	NM_028829	NO	854.294	1340.1792	859.2108	226.4362	2569.3792	892.1358	853.9428	478.51	345.1418
INT_STITCHED_66	chr1	20944720	20945563	NM_027974	NO	2434.9212	1707.3279	2729.8026	127.7145	103.9419	208.221	316.7994	887.4261	243.627
INT_STITCHED_67	chr1	20964636	20965477	NM_027974	NO	1305.6525	2142.6998	7529.3048	89.3142	1587.6398	47.6006	88.8937	560.8629	1322.5566
INT_STITCHED_68	chr1	21221645	21222295	NM_001077353	NO	493.22	649.35	1093.365	264.68	0	231.92	300.625	0	246.22
INT_STITCHED_69	chr1	21245995	21247131	NM_001077353	NO	2076.4944	1141.3392	1671.056	1140.6576	461.5568	3137.7456	981.2768	1374.9008	2536.4608
INT_STITCHED_70	chr1	21389973	21390511	NM_001113187	NO	590.2936	296.8684	448.5844	161.5614	120.0816	102.5966	32.28	156.6118	83.928
INT_STITCHED_71	chr1	22367026	22367830	NM_001160139	NO	1409.412	640.788	684.5256	86.6712	171.252	249.5616	186.126	542.2176	334.1424
INT_STITCHED_72	chr1	22473360	22474157	NM_053270	NO	762.729	1851.9092	2158.5151	310.5112	1001.1914	464.7307	207.0606	183.31	921.7305
INT_STITCHED_73	chr1	24049730	24050217	NM_026503	NO	574.9522	239.5066	743.8925	0	0	0	43.3917	326.5822	171.4727
INT_STITCHED_74	chr1	24099565	24100262	NM_026604	NO	758.6845	494.7306	1458.2634	0	0	0	67.7484	57.0843	173.1348
INT_STITCHED_75	chr1	25238625	25239152	NM_026719	NO	1286.7232	798.5104	438.8856	64.0305	519.095	84.3727	268.6119	369.4797	446.5271
INT_STITCHED_76	chr1	25518154	25518498	NM_175642	NO	147.7136	161.508	209.496	0	111.9376	0	31.8544	50.9808	27.2104
INT_STITCHED_77	chr1	26286439	26287128	NM_175642	NO	879.0951	689.689	779.3968	53.742	0	54.1554	217.035	526.6716	327.0683
INT_STITCHED_78	chr1	26584585	26585081	NM_001033764	NO	414.3088	388.12	421.9968	0	155.5952	27.3296	30.008	515.1456	140.5168
INT_STITCHED_79	chr1	30861675	30862338	NM_001081080	NO	1015.3182	1053.4407	1931.7831	35.3379	291.8526	14.4534	411.2589	231.2544	982.1019
INT_STITCHED_80	chr1	30904333	30905101	NM_001081080	NO	648.3456	382.08	472.0896	0	0	0	33.1008	812.3904	539.9808
INT_STITCHED_81	chr1	30924449	30924998	NM_001081080	NO	535.7691	595.0611	1734.291	0	0	0	0	383.8059	216.7452
INT_STITCHED_82	chr1	31290349	31290965	NM_029062	NO	1322.6136	961.8224	537.2752	145.2528	145.9304	0	273.5656	323.5232	957.9416
INT_STITCHED_83	chr1	33163168	33163664	NM_001164286	NO	1038.2768	313.8192	1188.168	0	0	0	50.4432	481.9632	451.0624
INT_STITCHED_84	chr1	33551369	33561654	NM_008922	NO	1622.973	468.996	1617.8305	326.0345	197.472	0	501.908	1418.3015	952.391
INT_STITCHED_85	chr1	33887433	33887804	NM_001161816	NO	714.917	384.9496	285.2619	121.688	242.2259	0	51.569	72.2337	149.6243
INT_STITCHED_86	chr1	34000492	34001053	NM_177235	NO	459.1785	496.9899	515.2224	20.2521	343.1076	249.3084	779.5095	1078.0176	556.9608
INT_STITCHED_87	chr1	34063557	34064527	NM_133833	NO	2635.975	1507.186	1167.589	181.875	89.822	1478.571	1269.342	74.884	1412.223
INT_STITCHED_89	chr1	34159855	34161282	NM_133833	NO	3129.1256	2526.2181	4031.275	486.0362	13196.1825	2301.751	3302.7915	1641.3354	3973.0534
INT_STITCHED_90	chr1	34196907	34197964	NM_133833	NO	918.9558	842.3233	1652.3024	986.6038	89.4222	274.9257	623.4186	463.6002	1853.0267
INT_STITCHED_91	chr1	34525361	34525724	NM_011206	NO	338.4612	1177.5357	237.039	0	0	28.4592	64.3236	221.7567	517.9284
INT_STITCHED_92	chr1	34603897	34604333	NM_007685	NO	505.4984	325.3432	880.8944	124.5652	833.9372	0	99.4516	317.4516	341.4752
